,harmonic_centrality,eigenvector_centrality,betweenness_centrality,closeness_centrality,load_centrality,katz_centrality_numpy,pagerank,information_centrality,global_reaching_centrality
FAS100COA,4406.433333333091,0.028890184750480725,0.0006672222704389286,0.5178833904948554,0.0006004877156076941,0.01178047087691753,0.00013513624537094847,0.000810046623634496,0.2110179478678302
FAS120COA,4405.433333333092,0.028890078164637636,0.0005068993128305391,0.5178109034921968,0.0004467557177908303,0.011780239466765983,0.0001351360851137105,0.0008100435980585297,0.2110179478678302
FAS140COA,4405.9333333330915,0.0288901373861086,0.0005796051638734744,0.5178471444568868,0.0005166993218003969,0.01178035515731957,0.00013513631033934981,0.0008100449576929098,0.2110179478678302
FAS160COA,4409.099999999754,0.02889094421301789,0.0007811794561209388,0.518100973321196,0.0006971173500220954,0.011781049421632326,0.00013513666478531033,0.0008100537780636799,0.2110179478678302
FAS180COA,4409.599999999753,0.028891214666365572,0.0007571791182561098,0.5181372549019608,0.0006740481690724002,0.01178116514140622,0.00013513658575932638,0.0008100553338087263,0.2110179478678302
FAS80COA_L,4407.933333333089,0.028890944116665013,0.0007311202201084112,0.5179921590590871,0.0006649199505564525,0.01178081804888784,0.00013513636233789182,0.000810051068881693,0.2110179478678302
FATP1t,3266.616666667139,0.0011415180900934102,0.00014306868711705812,0.3947817735567175,0.00018630833667484454,0.011626106265558727,0.0001351355548427816,0.0008028788741220412,0.2110179478678302
FATP2t,3251.050000000459,0.0010913453536764896,0.00014715260124535543,0.3922493770874198,0.0001840707797553044,0.011625869925108306,0.0001351356426005398,0.0008028364354923764,0.2110179478678302
FATP3t,3246.8833333337884,0.001078751974951898,6.999626602032283e-05,0.3918754303267835,8.543375009775257e-05,0.01162540570511719,0.00013513557606716623,0.0008027556614534023,0.2110179478678302
FATP4t,3246.383333333788,0.0010583050685143106,7.209072339412853e-05,0.3918546764113971,8.699116959158094e-05,0.011625288051677464,0.00013513562030141498,0.0008027339518075499,0.2110179478678302
FATP5t,3281.8000000004677,0.00127869186647239,0.0002172281981137756,0.3961769115442279,0.00027956190377936445,0.011627856510320016,0.0001351352860629038,0.0008031743053674847,0.2110179478678302
FATP6t,3245.3833333337875,0.0010192340273922974,0.0003024552093568146,0.3918131751747511,0.0002787670560063757,0.011625052795736574,0.00013513602405350328,0.0008026802602762235,0.2110179478678302
FATP7t,3245.3833333337875,0.0010192340060121083,0.0003026259339265303,0.3918131751747511,0.0002788063216728892,0.011625052795736541,0.00013513602405350328,0.0008026802603977447,0.2110179478678302
FATP8t,3246.383333333788,0.0010606532639030066,6.772591897080382e-05,0.3918546764113971,8.180919877613596e-05,0.011625288341853475,0.000135135620177454,0.0008027339444521271,0.2110179478678302
FATP9t,3245.3833333337875,0.0010192331079175703,0.000302558760787108,0.3918131751747511,0.0002789659907998022,0.011625052795731497,0.00013513602405350328,0.0008026802603065281,0.2110179478678302
FBA,2732.8666666666154,0.00013888617072268147,1.565567043125808e-06,0.34728936869279514,5.212819062713673e-06,0.011571142686064458,0.0001351346577740185,0.0006379804822461762,0.2110179478678302
FBA2,2724.5166666666064,0.00012629666762777698,2.2327719156517037e-07,0.3466060804796927,6.794116685251358e-07,0.011570447251599801,0.00013513438343399197,0.0005934663577386374,0.2110179478678302
FBA4,2724.983333333274,0.00010814233673927052,2.316304073832162e-07,0.34670352841947427,8.349616739810284e-07,0.011570329916087363,0.00013513437750388153,0.0005832805961873552,0.2110179478678302
FBA5,2724.34999999994,0.00012625935214386223,3.296650653285834e-07,0.3465898444819187,7.361678777556599e-07,0.011570447244602442,0.0001351343834380703,0.0005934663751768356,0.2110179478678302
FBP,3809.466666666908,0.014932103448078023,0.00010720439368251867,0.45493113625184456,0.0001224894044653019,0.011679203796082357,0.00013513517296245625,0.0008075908190555773,0.2110179478678302
FBP26,3808.966666666908,0.01493200402237343,8.088025363689022e-05,0.45490316630802335,9.341632963045019e-05,0.011679088085814485,0.00013513511420653164,0.0008075855595981263,0.2110179478678302
FCLTm,3094.709523809741,0.0018066359934744336,3.682070512701759e-05,0.36333726183461007,5.5817053241168186e-05,0.011631065119103837,0.00013513522205897409,0.0008036254894321826,0.2110179478678302
FCOAH,4401.849999999765,0.028836767736338014,0.0011063495277637751,0.5174487726414435,0.0011184572795932058,0.011779539691189372,0.00013513667934131327,0.0008100344201110006,0.2110179478678302
FDH,4070.550000000205,0.024550480237012146,0.0002177179674761915,0.47973805355637683,0.00021518178073664604,0.0117263048587423,0.0001351356396516405,0.0008091187846445904,0.2110179478678302
FE2t,2772.3500000000004,7.844726817834116e-05,6.712726581321137e-07,0.35240045722994856,1.0323670062256809e-05,0.011569286441258066,0.00013513414153544168,0.0004291805410548229,0.2110179478678302
FE2tm,4301.016666666657,0.025063832389901564,0.0015725950014353245,0.49717779868297274,0.0013670976201098134,0.011775560870763237,0.00013513618207176796,0.0008099808199808262,0.2110179478678302
FE3R2e,3009.4333333335835,0.0012272525723577908,0.00039886012865056515,0.3744433198380567,0.00038485087523662434,0.011584332379282235,0.00013513666047194813,0.0007776507860809334,0.2110179478678302
FK,4113.883333333531,0.025369147838643687,0.0005612174175868966,0.4841643763905248,0.0005442105634043446,0.011733704628004476,0.0001351361881705758,0.0008092792825696939,0.2110179478678302
FKYNH,4305.349999999937,0.028518407989252738,0.00030613670598619397,0.5043970277455859,0.0002623607064671824,0.011766537670193061,0.00013513595374082437,0.0008098545936173803,0.2110179478678302
FMNAT,3363.583333333699,0.00696725341609794,9.015393348212034e-05,0.4096672388018382,0.00011980675958531386,0.011619851752152731,0.0001351347494283142,0.0008017183489250453,0.2110179478678302
FOLR2,4054.7166666668736,0.02445619107280835,0.00039232487782555866,0.4792098445595855,0.0003671100472052086,0.011722244697728446,0.0001351359936795076,0.0008090208902610948,0.2110179478678302
FOLt2,3798.5500000002667,0.014278943933267958,0.0024429355708362665,0.45085613308146977,0.002350263764149588,0.011683547536829155,0.0001351366277767355,0.0008077832764625402,0.2110179478678302
FORMCOAtx,2720.2333333332717,2.078184802670327e-05,5.731418611248759e-05,0.3466060804796927,0.00010015324681839209,0.011569049727820626,0.000135134131973478,0.0003555713425970114,0.2110179478678302
FORt2m,2783.4166666666824,0.0002083176575171542,1.4808292396670996e-06,0.3537483266398929,3.1281803568846898e-06,0.011571381580134533,0.0001351342254009844,0.0006526921034562361,0.2110179478678302
FORtr,2840.6833333334203,0.00020824320046408055,4.46122780541285e-05,0.3607156786271451,9.281832806459026e-05,0.011571614134287233,0.00013513422962852778,0.000662513851437132,0.2110179478678302
FORtrn,2784.466666666684,0.0002081477340531412,5.405729730579667e-05,0.3538667559424171,0.0001143906900462748,0.011571497340643307,0.00013513424446714035,0.0006576328529420752,0.2110179478678302
FPGS,4374.016666666499,0.028983315471221953,0.0006842569513077653,0.5106985091109884,0.0006014112077238168,0.011780129930515026,0.00013513680033858203,0.0008100414286680192,0.2110179478678302
FPGS2,4190.883333333468,0.026263755495982997,0.0006067517781759442,0.49048723897911833,0.0005769597125562291,0.01174919029306428,0.00013513672555581273,0.000809577980544054,0.2110179478678302
FPGS2m,3181.026190476495,0.0019368736706514827,9.289531097435155e-05,0.371007371007371,0.00012117759004494274,0.011640576049167574,0.00013513614314968918,0.0008048122819049973,0.2110179478678302
FPGS3,4190.883333333468,0.026263724610224116,0.0008792045934822526,0.49048723897911833,0.0008364622321516364,0.011749190288384614,0.0001351370859161731,0.0008095773808352016,0.2110179478678302
FPGS3m,3181.026190476495,0.0019368576817917606,0.00011323361359513917,0.371007371007371,0.0001474180628327885,0.01164057604682504,0.00013513632332986936,0.0008048107542042512,0.2110179478678302
FPGS4,4372.433333333169,0.028982696815160212,0.0005903961133792585,0.5104870981095626,0.0005364144594922126,0.011779898394311218,0.00013513672897994634,0.0008100384733219161,0.2110179478678302
FPGS4m,3276.2500000004175,0.001988258947209428,0.00010532719520622776,0.38257497414684594,0.0001494745865716565,0.01164823879393951,0.00013513602268248325,0.0008055591614949106,0.2110179478678302
FPGS5,4190.383333333469,0.02626372513352612,0.0005068069631029349,0.49045472623624553,0.00047723528880257003,0.011749074602541295,0.00013513652285253986,0.0008095762158181588,0.2110179478678302
FPGS5m,3180.359523809828,0.0019368431258696484,7.55741928811882e-05,0.3709701679618952,9.963701798160475e-05,0.01164046035980111,0.00013513587287588636,0.0008048015755972466,0.2110179478678302
FPGS6,4190.883333333468,0.026263724712653896,0.0008788643766227927,0.49048723897911833,0.0008344110966990286,0.01174919028838479,0.0001351370859161731,0.0008095773786147333,0.2110179478678302
FPGS6m,3181.026190476495,0.0019368576818326777,0.0001132426496092,0.371007371007371,0.0001473604759020818,0.011640576046825016,0.00013513632332986936,0.0008048107530215422,0.2110179478678302
FPGS7,4373.183333333168,0.02898263909930411,0.0007281900056197713,0.510592781726589,0.000644321469222786,0.011780014080111884,0.0001351369419790748,0.0008100398208249044,0.2110179478678302
FPGS7m,3276.916666667085,0.0019882843492390976,0.0001272934996962103,0.38261454131761297,0.00017607637758514796,0.011648354483301867,0.0001351362929556293,0.0008055679725993292,0.2110179478678302
FPGS8,4190.883333333468,0.026263755495187356,0.000606856475516849,0.49048723897911833,0.0005770489566963897,0.011749190293064236,0.00013513672555581273,0.0008095779806493272,0.2110179478678302
FPGS8m,3181.026190476495,0.0019368736702422373,9.292849550556308e-05,0.371007371007371,0.00012121738968035571,0.01164057604916754,0.00013513614314968918,0.0008048122819364011,0.2110179478678302
FPGS9,4190.883333333468,0.026263724610224116,0.000879204615161701,0.49048723897911833,0.0008364622417607836,0.011749190288384614,0.0001351370859161731,0.0008095773808353376,0.2110179478678302
FPGS9m,3181.026190476495,0.0019368576817917597,0.00011323361391317509,0.371007371007371,0.00014741806303508634,0.01164057604682504,0.00013513632332986936,0.000804810754204329,0.2110179478678302
FPGSm,3278.0833333337523,0.0019883487151287236,0.0001601632909301992,0.382673907421774,0.0001959871122676509,0.011648585918880247,0.00013513633686889967,0.0008055879032422122,0.2110179478678302
FRDPtc,2595.742857142698,8.92225266577199e-05,6.926974237940193e-05,0.33059291363209864,4.9396095489210376e-05,0.01156940224497433,0.00013513421540495784,0.00045439318562365613,0.2110179478678302
FRDPtr,2093.3095238095757,2.2367552255185068e-07,1.4887246058834407e-05,0.2657400423804906,2.1545018982819742e-05,0.01156904779911858,0.0001351341208558903,0.00035711044975586466,0.2110179478678302
FRTT,4085.133333333534,0.024878196720119594,0.0003055602338335258,0.48170572916666665,0.0002790322489701258,0.011728087633671338,0.00013513580994467734,0.0008091582547283815,0.2110179478678302
FRUt1r,2766.3499999999835,0.0001412497754023689,2.4677703360149238e-05,0.35031485251645283,3.6872709873810296e-05,0.011569986258266305,0.00013513426039174048,0.0005507617408600713,0.2110179478678302
FRUt4,3247.483333333786,0.0011412391139589034,0.00024753014979880935,0.3914400592529891,0.00022784415453676394,0.011626221109813891,0.00013513547493028524,0.0008028996514987536,0.2110179478678302
FT,4085.133333333534,0.024878196720119594,0.0003055602338335258,0.48170572916666665,0.0002790322489701258,0.011728087633671338,0.00013513580994467734,0.0008091582547284387,0.2110179478678302
FTCD,4070.5500000002044,0.02480347279500944,4.673908016599762e-05,0.4797069502074689,4.34384623201077e-05,0.011726332260479496,0.000135135121492605,0.0008091188726797015,0.2110179478678302
FTHFCL,4174.133333333488,0.026180282061166807,7.445423798835891e-05,0.48983780205230054,6.379095447290148e-05,0.01174512947418679,0.00013513540639122857,0.0008095055605656465,0.2110179478678302
FTHFDH,4316.6833333332515,0.028588222058248555,0.00041644309962264066,0.5055342989887948,0.0003656779081187235,0.011768627808101114,0.0001351361903753521,0.0008098849776401055,0.2110179478678302
FTHFL,3500.150000000313,0.007965253084638206,0.00020951240671386533,0.4247660600493714,0.00025686349575989063,0.011633147169967458,0.00013513554334096964,0.0008039635613813813,0.2110179478678302
FTHFLm,2840.3761904762177,0.0002523116802227382,2.631222471144279e-05,0.3519311263318113,3.9631249280491926e-05,0.01158369539233045,0.00013513464359593707,0.0007768286177644763,0.2110179478678302
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501204e-05,0.2110179478678302
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953028002,0.2110179478678302
FUC14GALACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501215e-05,0.2110179478678302
FUC14GALACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953028036,0.2110179478678302
FUCACGALFUCGALACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.2218150975012e-05,0.2110179478678302
FUCACGALFUCGALACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953027978,0.2110179478678302
FUCACNGAL14ACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501207e-05,0.2110179478678302
FUCACNGAL14ACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953028005,0.2110179478678302
FUCACNGALACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501204e-05,0.2110179478678302
FUCACNGALACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953027995,0.2110179478678302
FUCASE2e,2702.30952380937,0.00014253180410662283,0.001000008340340152,0.33554033830665275,0.0009435272308769287,0.011582381685733646,0.0001351378698648101,0.0007721842343593209,0.2110179478678302
FUCASE2ly,2574.7499999997685,2.782020821550298e-05,7.042665845193843e-05,0.3162911982216903,0.00010621911496821405,0.011593977816867754,0.00013513574889430506,0.0007885647890628468,0.2110179478678302
FUCASEe,2702.976190476037,0.00014253190856587113,0.00119773787501917,0.33557077418477027,0.0011136685601317257,0.01158249737505282,0.0001351375321200405,0.0007724726804661951,0.2110179478678302
FUCASEly,2575.3333333331016,2.7820312665754098e-05,0.00010510736869807219,0.3163047195622435,0.0001530861721237988,0.011594093505030042,0.00013513608675993705,0.0007886445065998578,0.2110179478678302
FUCFUC12GAL14ACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501201e-05,0.2110179478678302
FUCFUC12GAL14ACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953027976,0.2110179478678302
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.2218150975012e-05,0.2110179478678302
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953027961,0.2110179478678302
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501201e-05,0.2110179478678302
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953027968,0.2110179478678302
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501199e-05,0.2110179478678302
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953027956,0.2110179478678302
FUCFUCGALACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501207e-05,0.2110179478678302
FUCFUCGALACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.0001152541095302799,0.2110179478678302
FUCGAL14ACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501194e-05,0.2110179478678302
FUCGAL14ACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.0001152541095302794,0.2110179478678302
FUCGALFUCGALACGLCGALGLUSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501197e-05,0.2110179478678302
FUCGALFUCGALACGLCGALGLUSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953027956,0.2110179478678302
FUCGALGBSIDEte,1553.057539682807,3.167543121376021e-11,0.0002703067982159755,0.20429632493028135,0.0002703067982159748,0.011568699895338598,0.0001351358108108108,6.221815097501197e-05,0.2110179478678302
FUCGALGBSIDEtg,1983.8916666667453,4.3586463773798534e-08,0.0005405405207903679,0.25672252871170326,0.0005405405207903665,0.011568700097073104,0.00013513446718146717,0.00011525410953027952,0.2110179478678302
FUCtly,2606.7595238093736,1.822907948046593e-05,6.1507188870102625e-06,0.3321511941102532,7.96749193016206e-06,0.011568933426923736,0.00013513447267712633,0.00029836980335863004,0.2110179478678302
FUM,3770.3000000002517,0.014273236732335815,0.00048348778784799306,0.45135118648203504,0.0005528736535105023,0.011672889563157028,0.0001351355112637022,0.0008072779084439379,0.2110179478678302
FUMAC,4307.766666666599,0.028512237040025465,0.0009905626626884596,0.5046378393125085,0.0009592551838279346,0.011766999757189754,0.00013513698794557626,0.0008098607928686801,0.2110179478678302
FUMm,2968.583333333479,0.00042286337341032376,4.5452809239827836e-05,0.3609092239402956,5.248135477703213e-05,0.011603839123420692,0.00013513509826618768,0.0007968031905818391,0.2110179478678302
FUMSO3tm,2798.2000000000144,0.0001275937559653022,4.509165621449783e-06,0.3527869165117055,1.0558338309089222e-05,0.011571375584112687,0.0001351343799610625,0.0006522993952764447,0.2110179478678302
FUMSO4tm,2936.4833333335087,0.000329797017369713,1.0832971472458729e-05,0.3679447013774927,3.274352437658703e-05,0.011572783854825616,0.00013513437818214632,0.0006976463944907822,0.2110179478678302
FUMtm,3361.066666666992,0.0044732334560363286,0.00019582129343777491,0.41416176882171846,0.00023277601493735004,0.011608192030575252,0.00013513468518389096,0.0007985500624686459,0.2110179478678302
FUMTSULtm,2845.766666666737,5.677072396729715e-05,2.0645472393229015e-06,0.35794107687097865,9.660339128629844e-06,0.011570327066676033,0.00013513418577405792,0.0005869492446946845,0.2110179478678302
FUT11g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801302,0.0007797391299443364,0.2110179478678302
FUT12g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.000135135026307958,0.0007797182850235225,0.2110179478678302
FUT14g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.00013513502630795797,0.0007797182850235225,0.2110179478678302
FUT15g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.00013513502630795797,0.0007797182850235202,0.2110179478678302
FUT16g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.00013513502630795794,0.0007797182850235225,0.2110179478678302
FUT17g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.00013513502630795794,0.0007797182850235136,0.2110179478678302
FUT18g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.00013513502630795791,0.0007797182850235246,0.2110179478678302
FUT31g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801297,0.0007797391299443486,0.2110179478678302
FUT32g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801297,0.0007797391299443408,0.2110179478678302
FUT33g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.000135135702028013,0.0007797391299443286,0.2110179478678302
FUT34g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.000135135702028013,0.000779739129944342,0.2110179478678302
FUT35g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.000135135702028013,0.000779739129944332,0.2110179478678302
FUT910g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.00013513502630795797,0.0007797182850235147,0.2110179478678302
FUT911g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.000135135702028013,0.0007797391299443309,0.2110179478678302
FUT91g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801302,0.0007797391299443265,0.2110179478678302
FUT92g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801302,0.0007797391299443375,0.2110179478678302
FUT93g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801302,0.0007797391299443297,0.2110179478678302
FUT94g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.000135135026307958,0.0007797182850235191,0.2110179478678302
FUT95g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801302,0.0007797391299443297,0.2110179478678302
FUT96g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.000135135026307958,0.0007797182850235125,0.2110179478678302
FUT97g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801302,0.0007797391299443275,0.2110179478678302
FUT98g,2786.4261904761456,6.069932174788275e-05,0.0008142453674332697,0.34531198954590003,0.0008157309130710132,0.011588758016133002,0.00013513570202801305,0.0007797391299443331,0.2110179478678302
FUT99g,2785.676190476145,6.0699290097471127e-05,3.5441997100899162e-06,0.3452636490900607,5.029745347832139e-06,0.011588642330288893,0.000135135026307958,0.0007797182850235158,0.2110179478678302
G12MT1_L,2707.716666666593,0.00018670498337892069,1.2782657559347975e-08,0.34449203836483844,3.6246143023388256e-08,0.01157160969427179,0.00013513442895867625,0.0006608092402291409,0.2110179478678302
G12MT1_U,2707.716666666593,0.00018670498337892069,1.2782657559347975e-08,0.34449203836483844,3.6246143023388256e-08,0.01157160969427179,0.00013513442895867628,0.0006608092402291376,0.2110179478678302
G12MT2_L,2707.716666666593,0.00018670498337892069,1.2782657559347975e-08,0.34449203836483844,3.6246143023388256e-08,0.01157160969427179,0.00013513442895867628,0.0006608092402291424,0.2110179478678302
G12MT2_U,2707.716666666593,0.00018670498337892069,1.2782657559347975e-08,0.34449203836483844,3.6246143023388256e-08,0.01157160969427179,0.00013513442895867628,0.0006608092402291409,0.2110179478678302
G13MT_L,2707.716666666593,0.00018670498337892069,1.2782657559347975e-08,0.34449203836483844,3.6246143023388256e-08,0.01157160969427179,0.00013513442895867628,0.00066080924022914,0.2110179478678302
G13MT_U,2707.716666666593,0.00018670498337892069,1.2782657559347975e-08,0.34449203836483844,3.6246143023388256e-08,0.01157160969427179,0.0001351344289586763,0.0006608092402291424,0.2110179478678302
G14T10g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.00013513487021752111,0.000768658368018109,0.2110179478678302
G14T11g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.0001351348702175211,0.0007686583680181026,0.2110179478678302
G14T12g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.0001351348702175211,0.0007686583680180983,0.2110179478678302
G14T13g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.0001351348702175211,0.0007686583680181068,0.2110179478678302
G14T14g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.0001351348702175211,0.0007686583680181068,0.2110179478678302
G14T15g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.0001351348702175211,0.0007686583680181037,0.2110179478678302
G14T16g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.0001351348702175211,0.0007686583680181263,0.2110179478678302
G14T17g,2152.2809523809187,2.7765116058032427e-06,7.24777971398943e-07,0.27029297873894936,7.464629694703141e-07,0.01158295432584443,0.0001351348779394584,0.000768950731326567,0.2110179478678302
G14T18g,2151.0976190475876,2.732753633485724e-06,4.2417567498765175e-07,0.27021400920312616,4.544331103736872e-07,0.01158283843479355,0.00013513487030477537,0.0007686582251462122,0.2110179478678302
G14T19g,2150.2642857142555,2.6891982797779792e-06,3.577418503901529e-07,0.2701745417366538,3.353784119162321e-07,0.011582722548371322,0.0001351348624941661,0.0007683619017350841,0.2110179478678302
G14T20g,2151.2642857142537,2.7328556966429534e-06,4.234443357266666e-07,0.27022387787151675,4.3324946513548346e-07,0.011582838437108552,0.00013513487021752106,0.0007686583680181263,0.2110179478678302
